ts_wall_s,ts_mono_s,dt_s,cpu_logical,cpu_physical,cpu_freq_cur_mhz_mean,cpu_freq_cur_mhz_max,cpu_total_percent,cpu_mean_core_percent,cpu_max_core_percent,cpu_core_count_sampled,loadavg_1,loadavg_5,loadavg_15,procs_running,procs_blocked,ctx_switches_d,interrupts_d,soft_interrupts_d,syscalls_d,cg_nr_periods,cg_nr_throttled,cg_throttled_usec,cg_nr_throttled_d,cg_throttled_usec_d,pct_user,pct_system,pct_idle,pct_iowait,pct_irq,pct_softirq,pct_steal,pct_guest,pct_guest_nice,sec_user_d,sec_system_d,sec_idle_d,sec_iowait_d,sec_irq_d,sec_softirq_d,sec_steal_d,sec_guest_d,sec_guest_nice_d,sec_total_d,proc_cpu_sec_d_sum,proc_cpu_pct_total_sum
1769029107.790733,860268.075627389,1.001261536963284,12,6,906.2758333333335,2073.446,0.8,0.5833333333333334,2.0,12,0.283203125,0.1650390625,0.1513671875,2,0,1276,997,844,0,0,0,0,0,0,0.41701417851961603,0.33361134280810734,98.99916597156052,0.2502085071117696,0.0,0.0,0.0,0.0,0.0,0.050000000001091394,0.03999999999996362,11.869999999180436,0.030000000000654836,0.0,0.0,0.0,0.0,0.0,11.989999999182146,,
1769029108.7928503,860269.077795736,1.001314118038863,12,6,1763.1288333333334,4137.786,0.4,0.6666666666666666,2.0,12,0.283203125,0.1650390625,0.1513671875,2,0,1118,647,538,0,0,0,0,0,0,0.25020850705157954,0.16680567137024815,99.58298582157818,0.0,0.0,0.0,0.0,0.0,0.0,0.029999999998835847,0.019999999999527063,11.940000001341105,0.0,0.0,0.0,0.0,0.0,0.0,11.990000001339467,,
1769029109.794777,860270.079247658,1.000839698011987,12,6,1435.9924166666667,4135.121,0.3,0.3333333333333333,2.0,12,0.283203125,0.1650390625,0.1513671875,2,1,885,497,391,0,0,0,0,0,0,0.16652789343919808,0.16652789343919808,99.58368026640201,0.08326394671959904,0.0,0.0,0.0,0.0,0.0,0.020000000000436557,0.020000000000436557,11.959999999031425,0.010000000000218279,0.0,0.0,0.0,0.0,0.0,12.009999999032516,,
1769029110.796289,860271.080315419,1.0003952250117436,12,6,1343.4156666666668,2849.772,0.3,0.25,1.0,12,0.283203125,0.1650390625,0.1513671875,3,0,861,496,365,0,0,0,0,0,0,0.16666666666099494,0.08333333332291835,99.75000000001609,0.0,0.0,0.0,0.0,0.0,0.0,0.020000000000436557,0.009999999999308784,11.970000000670552,0.0,0.0,0.0,0.0,0.0,0.0,12.000000000670298,,
1769029111.7973824,860272.08236288,1.0013492429861799,12,6,2016.2434999999998,4400.0,1.1,0.9249999999999999,10.1,12,0.283203125,0.1650390625,0.1513671875,2,0,1674,769,468,0,0,0,0,0,0,1.001669449104515,0.0834724540945735,98.91485809680091,0.0,0.0,0.0,0.0,0.0,0.0,0.11999999999898137,0.010000000000218279,11.849999999627471,0.0,0.0,0.0,0.0,0.0,0.0,11.97999999962667,,
1769029112.7993262,860273.084297898,1.0013404419878498,12,6,1506.162583333333,3137.331,5.2,4.941666666666666,20.2,12,0.3408203125,0.17919921875,0.15625,1,0,2919,2196,1467,0,0,0,0,0,0,4.670558799328674,0.5004170142159539,94.82902418645537,0.0,0.0,0.0,0.0,0.0,0.0,0.5600000000013097,0.06000000000040018,11.369999999180436,0.0,0.0,0.0,0.0,0.0,0.0,11.989999999182146,,
1769029113.8011808,860274.08526062,1.0004486039979383,12,6,2428.560833333333,4293.507,4.3,4.75,42.0,12,0.3408203125,0.17919921875,0.15625,2,0,3300,2712,1257,0,0,0,0,0,0,3.92320534201223,0.3338898163416279,95.74290484164614,0.0,0.0,0.0,0.0,0.0,0.0,0.46999999999934516,0.03999999999996362,11.470000000670552,0.0,0.0,0.0,0.0,0.0,0.0,11.980000000669861,,
1769029114.8021781,860275.087183207,1.0013736300170422,12,6,1098.1785833333333,3554.035,2.5,2.4,23.8,12,0.3408203125,0.17919921875,0.15625,1,3,2038,1082,751,0,0,0,0,0,0,2.2499999997940563,0.249999999974591,97.50000000023135,0.0,0.0,0.0,0.0,0.0,0.0,0.27000000000043656,0.02999999999974534,11.700000001117587,0.0,0.0,0.0,0.0,0.0,0.0,12.000000001117769,,
1769029115.8319855,860276.117049777,1.0014325398951769,12,6,1281.4120833333334,3542.221,4.3,4.416666666666667,14.0,12,0.3408203125,0.17919921875,0.15625,3,0,2142,3032,898,0,0,0,0,0,0,4.136253041864081,0.16220600164519985,94.48499594418122,1.2165450123094939,0.0,0.0,0.0,0.0,0.0,0.5100000000002183,0.020000000000436557,11.649999998509884,0.1499999999996362,0.0,0.0,0.0,0.0,0.0,12.329999998510175,,
1769029116.834142,860277.119129191,1.001355994027108,12,6,1808.6168333333335,3984.664,3.4,3.25,18.0,12,0.39404296875,0.19287109375,0.1611328125,1,0,1960,1155,689,0,0,0,0,0,0,3.1613976702096336,0.1663893510600808,96.58901830319834,0.0,0.0,0.08319467553193202,0.0,0.0,0.0,0.37999999999919964,0.019999999999527063,11.610000001266599,0.0,0.0,0.009999999999990905,0.0,0.0,0.0,12.020000001265316,,
1769029302.078412,860462.36329525,1.0012504359474406,12,6,1470.49675,4110.761,1.9,2.2333333333333334,17.8,12,0.1513671875,0.2216796875,0.1767578125,3,0,1923,1183,835,0,0,0,0,0,0,1.7514595496323424,0.1668056713964461,97.99833194327299,0.08340283569822304,0.0,0.0,0.0,0.0,0.0,0.21000000000094587,0.020000000000436557,11.75,0.010000000000218279,0.0,0.0,0.0,0.0,0.0,11.9900000000016,,
1769029303.0804708,860463.365331951,1.0012299959780648,12,6,1679.1503333333337,3892.012,3.7,3.5,23.0,12,0.1513671875,0.2216796875,0.1767578125,2,0,2132,1620,990,0,0,0,0,0,0,3.336113428164583,0.3336113428164583,96.33027522901895,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999996362,0.03999999999996362,11.549999998882413,0.0,0.0,0.0,0.0,0.0,0.0,11.989999998882013,,
1769029304.082276,860464.367212582,1.001305163023062,12,6,1039.9421666666665,3044.402,2.1,2.25,21.0,12,0.1513671875,0.2216796875,0.1767578125,1,0,2123,1395,903,0,0,0,0,0,0,2.0033388980871814,0.08347245408127206,97.91318864783155,0.0,0.0,0.0,0.0,0.0,0.0,0.23999999999978172,0.009999999999308784,11.730000000447035,0.0,0.0,0.0,0.0,0.0,0.0,11.980000000446125,,
1769029305.0840943,860465.369097989,1.0013728060293943,12,6,1707.908333333333,4378.494,2.1,2.0,20.0,12,0.1513671875,0.2216796875,0.1767578125,1,0,1915,1145,713,0,0,0,0,0,0,2.001668056674793,0.08340283569667939,97.91492910762852,0.0,0.0,0.0,0.0,0.0,0.0,0.23999999999978172,0.010000000000218279,11.740000000223517,0.0,0.0,0.0,0.0,0.0,0.0,11.990000000223517,,
