ts_wall_s,ts_mono_s,dt_s,mem_total_bytes,mem_available_bytes,mem_used_bytes,mem_percent,buffers_bytes,cached_bytes,shared_bytes,swap_total_bytes,swap_used_bytes,swap_free_bytes,swap_percent,swap_sin_bytes_d,swap_sout_bytes_d,proc_rss_bytes_sum,proc_vms_bytes_sum,proc_uss_bytes_sum,proc_pss_bytes_sum
1769029312.0917091,860471.375341147,1.001303149969317,16443322368,8145281024,8298041344,50.5,326189056,6534635520,1654124544,2147479552,880017408,1267462144,41.0,0,0,,,,
1769029513.7270346,860673.010667602,,16443322368,8152805376,8290516992,50.4,326803456,6535172096,1654169600,2147479552,879755264,1267724288,41.0,0,0,,,,
1769029514.7274005,860674.011033002,1.0003654001047835,16443322368,8146358272,8296964096,50.5,326803456,6535192576,1654190080,2147479552,879755264,1267724288,41.0,0,0,,,,
1769029515.728455,860675.012088565,1.0010555629851297,16443322368,8145989632,8297332736,50.5,326811648,6535200768,1654190080,2147479552,879755264,1267724288,41.0,0,0,,,,
1769029516.7298815,860676.01351525,1.001426684902981,16443322368,8145739776,8297582592,50.5,326811648,6535204864,1654190080,2147479552,879755264,1267724288,41.0,0,0,,,,
1769029517.731312,860677.014945529,1.001430279109627,16443322368,8144965632,8298356736,50.5,326811648,6535208960,1654190080,2147479552,879755264,1267724288,41.0,0,0,,,,
1769029518.7326741,860678.016305733,1.0013602039543912,16443322368,8144793600,8298528768,50.5,326811648,6535208960,1654190080,2147479552,879755264,1267724288,41.0,0,0,,,,
1769029519.734075,860679.017708837,1.0014031040482223,16443322368,8144793600,8298528768,50.5,326811648,6535208960,1654190080,2147479552,879755264,1267724288,41.0,0,0,,,,
1769029520.7354915,860680.019124975,1.001416137907654,16443322368,8145326080,8297996288,50.5,326819840,6535208960,1654190080,2147479552,879755264,1267724288,41.0,0,0,,,,
1769029521.7368655,860681.020499177,1.0013742020819336,16443322368,8145346560,8297975808,50.5,326819840,6535208960,1654190080,2147479552,879755264,1267724288,41.0,0,0,,,,
1769029522.737548,860682.021181801,1.00068262394052,16443322368,8145358848,8297963520,50.5,326819840,6535208960,1654190080,2147479552,879755264,1267724288,41.0,0,0,,,,
1769029523.7389617,860683.022595374,1.0014135730452836,16443322368,8145108992,8298213376,50.5,326819840,6535208960,1654190080,2147479552,879755264,1267724288,41.0,0,0,,,,
1769029675.85404,860835.137672553,,16443322368,8134488064,6598139904,50.5,327090176,6535487488,1654104064,2147479552,879755264,1267724288,41.0,0,0,,,,
1769029676.8554523,860836.139085757,1.0014132040087134,16443322368,8131477504,6601363456,50.5,327098368,6535634944,1654124544,2147479552,879755264,1267724288,41.0,0,0,,,,
1769029677.8568635,860837.140496896,1.0014111390337348,16443322368,8131706880,6601134080,50.5,327098368,6535634944,1654124544,2147479552,879755264,1267724288,41.0,0,0,,,,
1769029678.8582664,860838.141899969,1.0014030729653314,16443322368,8131227648,6601646080,50.5,327098368,6535639040,1654124544,2147479552,879755264,1267724288,41.0,0,0,,,,
1769029686.9739895,860846.257622126,,16443322368,8133103616,6599786496,50.5,327114752,6535630848,1654104064,2147479552,879755264,1267724288,41.0,0,0,,,,
1769029687.9752462,860847.258879381,1.0012572549749166,16443322368,8130265088,6602604544,50.6,327114752,6535651328,1654124544,2147479552,879755264,1267724288,41.0,0,0,,,,
1769029688.9765224,860848.260154473,1.0012750920141116,16443322368,8129753088,6603116544,50.6,327114752,6535655424,1654124544,2147479552,879755264,1267724288,41.0,0,0,,,,
1769029689.9779277,860849.261560796,1.0014063229318708,16443322368,8129499136,6603370496,50.6,327114752,6535655424,1654124544,2147479552,879755264,1267724288,41.0,0,0,,,,
1769029690.979281,860850.262914434,1.0013536380138248,16443322368,8128991232,6603870208,50.6,327122944,6535655424,1654124544,2147479552,879755264,1267724288,41.0,0,0,,,,
1769029691.9807146,860851.264348328,1.0014338940382004,16443322368,8128180224,6604673024,50.6,327139328,6535659520,1654124544,2147479552,879755264,1267724288,41.0,0,0,,,,
1769029692.9819472,860852.265578745,1.0012304170522839,16443322368,8127938560,6604931072,50.6,327139328,6535659520,1654124544,2147479552,879755264,1267724288,41.0,0,0,,,,
1769029693.9833946,860853.267026335,1.0014475899515674,16443322368,8127942656,6604931072,50.6,327139328,6535659520,1654124544,2147479552,879755264,1267724288,41.0,0,0,,,,
1769029694.9848156,860854.268448802,1.0014224669430405,16443322368,8127430656,6605443072,50.6,327139328,6535659520,1654124544,2147479552,879755264,1267724288,41.0,0,0,,,,
1769029695.9862554,860855.269889098,1.0014402960659936,16443322368,8127172608,6605701120,50.6,327139328,6535659520,1654124544,2147479552,879755264,1267724288,41.0,0,0,,,,
1769029696.9876,860856.271233486,1.0013443880015984,16443322368,8127172608,6605692928,50.6,327147520,6535659520,1654124544,2147479552,879755264,1267724288,41.0,0,0,,,,
1769029697.9889805,860857.272613933,1.0013804469490424,16443322368,8127188992,6605684736,50.6,327155712,6535659520,1654124544,2147479552,879755264,1267724288,41.0,0,0,,,,
1769029698.990445,860858.274076657,1.0014627240598202,16443322368,8126173184,6606704640,50.6,327155712,6535671808,1654124544,2147479552,879755264,1267724288,41.0,0,0,,,,
1769029699.9918466,860859.275480582,1.0014039250090718,16443322368,8125915136,6606962688,50.6,327155712,6535671808,1654124544,2147479552,879755264,1267724288,41.0,0,0,,,,
1769029700.9932897,860860.276923234,1.0014426519628614,16443322368,8125820928,6607056896,50.6,327155712,6535671808,1654124544,2147479552,879755264,1267724288,41.0,0,0,,,,
1769029701.994744,860861.278377235,1.0014540010597557,16443322368,8125050880,6607826944,50.6,327155712,6535671808,1654124544,2147479552,879755264,1267724288,41.0,0,0,,,,
1769029702.9961712,860862.279804442,1.001427206909284,16443322368,8125050880,6607826944,50.6,327163904,6535663616,1654124544,2147479552,879755264,1267724288,41.0,0,0,,,,
1769029703.9976163,860863.281250002,1.0014455600176007,16443322368,8124993536,6607880192,50.6,327163904,6535671808,1654124544,2147479552,879755264,1267724288,41.0,0,0,,,,
1769029704.9988463,860864.282478103,1.0012281009694561,16443322368,8125509632,6607364096,50.6,327163904,6535671808,1654124544,2147479552,879755264,1267724288,41.0,0,0,,,,
1769029706.0002298,860865.283862951,1.001384848030284,16443322368,8125849600,6607024128,50.6,327163904,6535671808,1654124544,2147479552,879755264,1267724288,41.0,0,0,,,,
1769029707.0016234,860866.28525666,1.001393708982505,16443322368,8125440000,6607437824,50.6,327163904,6535671808,1654124544,2147479552,879755264,1267724288,41.0,0,0,,,,
1769029708.0030553,860867.286688763,1.001432102988474,16443322368,8125440000,6607437824,50.6,327172096,6535663616,1654124544,2147479552,879755264,1267724288,41.0,0,0,,,,
1769029709.0044885,860868.288121495,1.0014327320968732,16443322368,8125181952,6607695872,50.6,327172096,6535663616,1654124544,2147479552,879755264,1267724288,41.0,0,0,,,,
1769029710.0059445,860869.289578102,1.0014566069003195,16443322368,8125452288,6607421440,50.6,327172096,6535680000,1654124544,2147479552,879755264,1267724288,41.0,0,0,,,,
1769029711.007279,860870.290912603,1.0013345010811463,16443322368,8125669376,6607204352,50.6,327172096,6535680000,1654124544,2147479552,879755264,1267724288,41.0,4096,0,,,,
1769029712.0086937,860871.292327323,1.0014147199690342,16443322368,8125403136,6607474688,50.6,327172096,6535680000,1654124544,2147479552,879755264,1267724288,41.0,0,0,,,,
1769029713.0101192,860872.293752556,1.001425232971087,16443322368,8125403136,6607466496,50.6,327180288,6535680000,1654124544,2147479552,879755264,1267724288,41.0,0,0,,,,
1769029714.011568,860873.295201455,1.0014488990418613,16443322368,8124895232,6607982592,50.6,327180288,6535680000,1654124544,2147479552,879755264,1267724288,41.0,0,0,,,,
1769029715.0129905,860874.296624279,1.0014228239888325,16443322368,8125169664,6607708160,50.6,327180288,6535680000,1654124544,2147479552,879755264,1267724288,41.0,0,0,,,,
1769029716.0144594,860875.298091101,1.0014668219955638,16443322368,8125341696,6607536128,50.6,327180288,6535680000,1654124544,2147479552,879755264,1267724288,41.0,0,0,,,,
1769029717.0158467,860876.299480033,1.001388931996189,16443322368,8124829696,6608048128,50.6,327180288,6535684096,1654124544,2147479552,879755264,1267724288,41.0,0,0,,,,
1769029806.954764,860966.238396559,,16443322368,8048472064,6684438528,51.1,340901888,7212548096,1654104064,2147479552,877133824,1270345728,40.8,0,0,,,,
1769029807.9559805,860967.239612205,1.0012156459270045,16443322368,8014897152,6717890560,51.3,342642688,7213289472,1654218752,2147479552,877133824,1270345728,40.8,487424,0,,,,
1769029808.957241,860968.240874716,1.0012625110102817,16443322368,8017002496,6715781120,51.2,342642688,7213301760,1654218752,2147479552,877133824,1270345728,40.8,0,0,,,,
1769029809.9586186,860969.242251863,1.0013771470403299,16443322368,8022908928,6709874688,51.2,342642688,7213301760,1654218752,2147479552,877133824,1270345728,40.8,0,0,,,,
1769029810.959556,860970.243189441,1.0009375780355185,16443322368,8030834688,6701948928,51.2,342642688,7213305856,1654218752,2147479552,877133824,1270345728,40.8,0,0,,,,
1769029811.960554,860971.244187144,1.0009977029403672,16443322368,8041705472,6691082240,51.1,342671360,7213371392,1654218752,2147479552,877133824,1270345728,40.8,0,0,,,,
1769029812.9619744,860972.245608008,1.0014208640204743,16443322368,8049557504,6683213824,51.0,342687744,7213371392,1654218752,2147479552,877133824,1270345728,40.8,0,0,,,,
1769029813.963439,860973.247071117,1.0014631090452895,16443322368,8050216960,6682587136,51.0,342687744,7213375488,1654218752,2147479552,877133824,1270345728,40.8,0,0,,,,
1769029814.9648118,860974.248445652,1.0013745349133387,16443322368,8056758272,6676045824,51.0,342687744,7213375488,1654218752,2147479552,877133824,1270345728,40.8,0,0,,,,
1769029815.9662726,860975.249906046,1.0014603940071538,16443322368,8056905728,6675898368,51.0,342687744,7213379584,1654218752,2147479552,877133824,1270345728,40.8,0,0,,,,
1769029816.9676743,860976.251308233,1.0014021870447323,16443322368,8062332928,6670471168,51.0,342687744,7213379584,1654218752,2147479552,877133824,1270345728,40.8,0,0,,,,
1769029817.9690523,860977.252686004,1.0013777710264549,16443322368,8062345216,6670450688,51.0,342700032,7213387776,1654218752,2147479552,877133824,1270345728,40.8,0,0,,,,
1769029818.970477,860978.25411051,1.0014245059574023,16443322368,8066777088,6666027008,50.9,342700032,7213387776,1654218752,2147479552,877133824,1270345728,40.8,0,0,,,,
1769029819.9718807,860979.255514151,1.0014036409556866,16443322368,8067846144,6664957952,50.9,342700032,7213387776,1654218752,2147479552,877133824,1270345728,40.8,0,0,,,,
1769029820.9733365,860980.256970198,1.0014560470590368,16443322368,8070057984,6662746112,50.9,342700032,7213387776,1654218752,2147479552,877133824,1270345728,40.8,0,0,,,,
1769029821.9747796,860981.258413438,1.001443239976652,16443322368,8072540160,6660263936,50.9,342700032,7213391872,1654218752,2147479552,877133824,1270345728,40.8,0,0,,,,
1769029822.9761963,860982.259829863,1.0014164249878377,16443322368,8074797056,6657994752,50.9,342708224,7213395968,1654218752,2147479552,877133824,1270345728,40.8,0,0,,,,
1769029823.9776645,860983.261297913,1.0014680500607938,16443322368,8077156352,6655639552,50.9,342708224,7213395968,1654218752,2147479552,877133824,1270345728,40.8,0,0,,,,
1769029824.9790738,860984.26270752,1.0014096070080996,16443322368,8076972032,6655823872,50.9,342708224,7213395968,1654218752,2147479552,877133824,1270345728,40.8,0,0,,,,
1769029825.980527,860985.264160514,1.0014529939508066,16443322368,8078057472,6654738432,50.9,342708224,7213395968,1654218752,2147479552,877133824,1270345728,40.8,0,0,,,,
1769029826.9819763,860986.265609824,1.0014493099879473,16443322368,8078532608,6654263296,50.9,342708224,7213395968,1654218752,2147479552,877133824,1270345728,40.8,0,0,,,,
1769029827.983442,860987.267073888,1.0014640640001744,16443322368,8079876096,6652919808,50.9,342716416,7213395968,1654218752,2147479552,877133824,1270345728,40.8,0,0,,,,
1769029828.9848754,860988.268508959,1.001435070997104,16443322368,8079183872,6653620224,50.9,342716416,7213395968,1654218752,2147479552,877133824,1270345728,40.8,0,0,,,,
1769029829.986284,860989.269917765,1.0014088060706854,16443322368,8078929920,6653874176,50.9,342716416,7213395968,1654218752,2147479552,877133824,1270345728,40.8,0,0,,,,
1769029830.9877164,860990.271349807,1.0014320419868454,16443322368,8078946304,6653857792,50.9,342716416,7213395968,1654218752,2147479552,877133824,1270345728,40.8,0,0,,,,
1769029831.9891498,860991.272783631,1.0014338239561766,16443322368,8078688256,6654115840,50.9,342716416,7213400064,1654218752,2147479552,877133824,1270345728,40.8,0,0,,,,
1769029832.9905915,860992.274224889,1.0014412580057979,16443322368,8078913536,6653878272,50.9,342724608,7213367296,1654218752,2147479552,877133824,1270345728,40.8,0,0,,,,
1769029833.9920259,860993.275659534,1.0014346450334415,16443322368,8079138816,6653657088,50.9,342724608,7213367296,1654218752,2147479552,877133824,1270345728,40.8,0,0,,,,
1769029834.9932766,860994.276908524,1.0012489899527282,16443322368,8079147008,6653648896,50.9,342724608,7213367296,1654218752,2147479552,877133824,1270345728,40.8,0,0,,,,
1769029835.9946585,860995.278292287,1.0013837630394846,16443322368,8078897152,6653898752,50.9,342724608,7213367296,1654218752,2147479552,877133824,1270345728,40.8,0,0,,,,
1769029836.9960635,860996.27969711,1.001404822920449,16443322368,8079478784,6653317120,50.9,342724608,7213367296,1654218752,2147479552,877133824,1270345728,40.8,0,0,,,,
1769029896.1432948,861055.426927499,,16443322368,8122720256,6610104320,50.6,342831104,7214940160,1654198272,2147479552,877133824,1270345728,40.8,0,0,,,,
1769029897.1445274,861056.428159105,1.0012316060019657,16443322368,8082010112,6650793984,50.8,342831104,7214964736,1654218752,2147479552,877133824,1270345728,40.8,0,0,,,,
1769029898.1454284,861057.429062022,1.000902917003259,16443322368,8080990208,6651813888,50.9,342831104,7214964736,1654218752,2147479552,877133824,1270345728,40.8,0,0,,,,
1769029899.1468434,861058.430476594,1.0014145720051602,16443322368,8080949248,6651854848,50.9,342839296,7214964736,1654218752,2147479552,877133824,1270345728,40.8,0,0,,,,
1769029900.148119,861059.431752341,1.0012757469667122,16443322368,8080949248,6651854848,50.9,342839296,7214964736,1654218752,2147479552,877133824,1270345728,40.8,0,0,,,,
1769029901.1495874,861060.433221455,1.00146911398042,16443322368,8079548416,6653399040,50.9,342839296,7214968832,1654218752,2147479552,877133824,1270345728,40.8,0,0,,,,
1769029913.509424,861072.79305707,,16443322368,8114061312,6618898432,50.7,342863872,7214940160,1654198272,2147479552,877133824,1270345728,40.8,0,0,,,,
1769029914.5104334,861073.794067095,1.0010100250365213,16443322368,8067903488,6665035776,50.9,342863872,7214956544,1654218752,2147479552,877133824,1270345728,40.8,0,0,,,,
1769029915.5114436,861074.795077129,1.001010034000501,16443322368,8067428352,6665515008,50.9,342863872,7214956544,1654218752,2147479552,877133824,1270345728,40.8,0,0,,,,
1769029916.5121768,861075.795808652,1.0007315229158849,16443322368,8067174400,6665768960,50.9,342863872,7214960640,1654218752,2147479552,877133824,1270345728,40.8,0,0,,,,
1769029917.5134804,861076.797112039,1.0013033871073276,16443322368,8066695168,6666252288,50.9,342863872,7214964736,1654218752,2147479552,877133824,1270345728,40.8,0,0,,,,
1769029918.5144258,861077.798057798,1.0009457588894293,16443322368,8065429504,6667509760,51.0,342872064,7214964736,1654218752,2147479552,877133824,1270345728,40.8,0,0,,,,
1769189046.4059944,1020205.689628035,,16443322368,7010185216,7810965504,57.4,357748736,4422803456,1415905280,2147479552,2147442688,36864,100.0,0,0,,,,
1769189047.407304,1020206.690937518,1.0013094830792397,16443322368,7008428032,7813287936,57.4,357748736,4422803456,1415905280,2147479552,2147442688,36864,100.0,0,0,,,,
1769189048.4085984,1020207.69223198,1.0012944620102644,16443322368,7007301632,7814406144,57.4,357748736,4422975488,1415925760,2147479552,2147442688,36864,100.0,0,0,,,,
1769189049.410019,1020208.693652223,1.0014202429447323,16443322368,7009841152,7811866624,57.4,357748736,4422975488,1415925760,2147479552,2147442688,36864,100.0,0,0,,,,
1769189050.4114752,1020209.695108546,1.0014563229633495,16443322368,7011442688,7810265088,57.4,357748736,4422975488,1415925760,2147479552,2147442688,36864,100.0,0,0,,,,
1769189051.4129186,1020210.696551908,1.0014433620963246,16443322368,7011241984,7810465792,57.4,357748736,4422975488,1415925760,2147479552,2147442688,36864,100.0,0,0,,,,
1769189052.414414,1020211.698047569,1.0014956609811634,16443322368,7011573760,7810125824,57.4,357756928,4422975488,1415925760,2147479552,2147442688,36864,100.0,0,0,,,,
1769189053.4158018,1020212.699435395,1.0013878259342164,16443322368,7013662720,7808036864,57.3,357756928,4422975488,1415925760,2147479552,2147442688,36864,100.0,0,0,,,,
1769189054.4171762,1020213.700808311,1.0013729160418734,16443322368,7022034944,7799672832,57.3,357756928,4423016448,1415925760,2147479552,2147442688,36864,100.0,0,0,,,,
1769189055.4185214,1020214.702153061,1.0013447500532493,16443322368,7022366720,7799341056,57.3,357756928,4423016448,1415925760,2147479552,2147442688,36864,100.0,0,0,,,,
1769189056.41984,1020215.703471796,1.0013187349541113,16443322368,7023484928,7798222848,57.3,357756928,4423016448,1415925760,2147479552,2147442688,36864,100.0,0,0,,,,
1769189057.4210732,1020216.704705172,1.0012333759805188,16443322368,7024107520,7797592064,57.3,357765120,4423016448,1415925760,2147479552,2147442688,36864,100.0,0,0,,,,
1769189058.4224784,1020217.706114015,1.0014088429743424,16443322368,7028400128,7793307648,57.3,357765120,4423016448,1415925760,2147479552,2147442688,36864,100.0,0,0,,,,
1769189059.4237835,1020218.707415149,1.001301134005189,16443322368,7028641792,7793065984,57.3,357765120,4423016448,1415925760,2147479552,2147442688,36864,100.0,0,0,,,,
1769189060.4252143,1020219.708847989,1.0014328400138766,16443322368,7028527104,7793180672,57.3,357765120,4423016448,1415925760,2147479552,2147442688,36864,100.0,0,0,,,,
1769189061.4266398,1020220.710273246,1.0014252570690587,16443322368,7028797440,7792910336,57.3,357765120,4423016448,1415925760,2147479552,2147442688,36864,100.0,0,0,,,,
1769189062.4280167,1020221.711650343,1.0013770969817415,16443322368,7028568064,7793131520,57.3,357773312,4423016448,1415925760,2147479552,2147442688,36864,100.0,0,0,,,,
1769189063.4294405,1020222.713072193,1.0014218499418348,16443322368,7028371456,7793328128,57.3,357773312,4423020544,1415925760,2147479552,2147442688,36864,100.0,0,0,,,,
1769189064.430831,1020223.71446418,1.0013919870834798,16443322368,7029350400,7792357376,57.3,357773312,4423024640,1415925760,2147479552,2147442688,36864,100.0,0,0,,,,
1769189065.4315348,1020224.715166615,1.0007024349179119,16443322368,7029305344,7792402432,57.3,357773312,4423024640,1415925760,2147479552,2147442688,36864,100.0,0,0,,,,
1769189066.4328306,1020225.716462239,1.0012956240680069,16443322368,7028793344,7792914432,57.3,357773312,4423024640,1415925760,2147479552,2147442688,36864,100.0,0,0,,,,
1769189067.4684808,1020226.75211259,1.0356503509683535,16443322368,7028019200,7793672192,57.3,357785600,4423028736,1415925760,2147479552,2147442688,36864,100.0,0,0,,,,
1769189068.4698014,1020227.753433473,1.0013208829332143,16443322368,7026774016,7794925568,57.3,357785600,4423028736,1415925760,2147479552,2147442688,36864,100.0,0,0,,,,
1769189069.4712672,1020228.754900495,1.001467022113502,16443322368,7026855936,7794851840,57.3,357785600,4423028736,1415925760,2147479552,2147442688,36864,100.0,0,0,,,,
1769189070.471606,1020229.755237968,1.0003374730003998,16443322368,7026094080,7795613696,57.3,357785600,4423028736,1415925760,2147479552,2147442688,36864,100.0,0,0,,,,
1769189071.4725738,1020230.75620528,1.000967311905697,16443322368,7025577984,7796125696,57.3,357785600,4423032832,1415925760,2147479552,2147442688,36864,100.0,0,0,,,,
1769189072.4738092,1020231.757441198,1.0012359180254862,16443322368,7025836032,7795859456,57.3,357793792,4423032832,1415925760,2147479552,2147442688,36864,100.0,0,0,,,,
1769189073.4752352,1020232.758868658,1.0014274599961936,16443322368,7025594368,7796101120,57.3,357793792,4423032832,1415925760,2147479552,2147442688,36864,100.0,0,0,,,,
1769189074.4767087,1020233.760342075,1.0014734170399606,16443322368,7025541120,7796162560,57.3,357793792,4423016448,1415925760,2147479552,2147442688,36864,100.0,0,0,,,,
1769189075.478146,1020234.761779225,1.0014371499419212,16443322368,7035449344,7786254336,57.2,357793792,4423016448,1415925760,2147479552,2147442688,36864,100.0,0,0,,,,
1769189088.324077,1020247.60770959,,16443322368,7037403136,7784300544,57.2,357822464,4423233536,1415905280,2147479552,2147442688,36864,100.0,0,0,,,,
1769189089.3253238,1020248.608956979,1.0012473890092224,16443322368,6997647360,7824060416,57.4,358088704,4423753728,1415925760,2147479552,2147442688,36864,100.0,0,0,,,,
1769189090.326582,1020249.610213477,1.001256498042494,16443322368,6996963328,7824744448,57.4,358088704,4423753728,1415925760,2147479552,2147442688,36864,100.0,0,0,,,,
1769189091.327943,1020250.611576442,1.001362964976579,16443322368,6997602304,7824105472,57.4,358088704,4423753728,1415925760,2147479552,2147442688,36864,100.0,0,0,,,,
1769189092.3293998,1020251.613031648,1.0014552059583366,16443322368,6997602304,7824097280,57.4,358096896,4423753728,1415925760,2147479552,2147442688,36864,100.0,0,0,,,,
1769189093.330453,1020252.614086306,1.0010546579724178,16443322368,6995800064,7825899520,57.5,358096896,4423753728,1415925760,2147479552,2147442688,36864,100.0,0,0,,,,
1769189094.331898,1020253.615531165,1.001444859080948,16443322368,6999879680,7821828096,57.4,358096896,4423737344,1415925760,2147479552,2147442688,36864,100.0,0,0,,,,
1769189095.3332188,1020254.616850476,1.0013193109771237,16443322368,7000145920,7821561856,57.4,358096896,4423737344,1415925760,2147479552,2147442688,36864,100.0,0,0,,,,
1769189096.3346572,1020255.618290873,1.0014403969980776,16443322368,6999990272,7821717504,57.4,358096896,4423737344,1415925760,2147479552,2147442688,36864,100.0,0,0,,,,
1769189097.3360918,1020256.619725047,1.0014341740170494,16443322368,6999732224,7821975552,57.4,358105088,4423729152,1415925760,2147479552,2147442688,36864,100.0,0,0,,,,
1769189098.3363984,1020257.620030344,1.0003052969696,16443322368,7000162304,7821533184,57.4,358105088,4423741440,1415925760,2147479552,2147442688,36864,100.0,0,0,,,,
1769189099.3377407,1020258.621372263,1.0013419189490378,16443322368,6999666688,7822032896,57.4,358105088,4423741440,1415925760,2147479552,2147442688,36864,100.0,0,0,,,,
